"","external_gene_name","chromosome_name","transcript_biotype"
"802","dis-3","IV","protein_coding"
"803","div-1","III","protein_coding"
"804","dlc-1","III","protein_coding"
"805","dlg-1","X","protein_coding"
"806","dli-1","IV","protein_coding"
"807","dlk-1","I","protein_coding"
"808","dna-2","II","protein_coding"
"809","dnc-1","IV","protein_coding"
"810","dnc-2","III","protein_coding"
"811","dnj-1","IV","protein_coding"
"812","dnj-2","IV","protein_coding"
"813","dnj-3","V","protein_coding"
"814","dnj-4","I","protein_coding"
"815","dnj-5","II","protein_coding"
"816","dnj-7","X","protein_coding"
"817","dnj-8","II","protein_coding"
"818","dnj-9","II","protein_coding"
"819","dnj-10","III","protein_coding"
"820","dnj-11","IV","protein_coding"
"821","dnj-12","I","protein_coding"
"822","dnj-13","II","protein_coding"
"823","dnj-14","X","protein_coding"
"824","dnj-15","IV","protein_coding"
"825","dnj-16","III","protein_coding"
"826","dnj-17","III","protein_coding"
"827","dnj-18","III","protein_coding"
"828","dnj-19","V","protein_coding"
"829","dnj-20","II","protein_coding"
"830","dnj-21","I","protein_coding"
"831","dnj-22","V","protein_coding"
"832","dnj-23","II","protein_coding"
"833","dnj-24","III","protein_coding"
"834","dnj-25","V","protein_coding"
"835","dnj-26","IV","protein_coding"
"836","dnj-27","I","protein_coding"
"837","dnj-28","I","protein_coding"
"838","dnj-29","I","protein_coding"
"839","dnj-30","I","protein_coding"
"840","dog-1","I","protein_coding"
"841","dom-3","I","protein_coding"
"842","cks-1","IV","protein_coding"
"843","dop-1","X","protein_coding"
"844","dop-2","V","protein_coding"
"845","dpf-1","V","protein_coding"
"846","dpf-2","X","protein_coding"
"847","dpf-3","I","protein_coding"
"848","dpf-4","III","protein_coding"
"849","dpf-5","IV","protein_coding"
"850","dpf-6","III","protein_coding"
"851","dpf-7","IV","protein_coding"
"852","dpl-1","II","protein_coding"
"853","dpr-1","V","protein_coding"
"854","dpy-1","III","protein_coding"
"855","dpy-2","II","protein_coding"
"856","dpy-3","X","protein_coding"
"857","dpy-4","IV","protein_coding"
"858","dpy-5","I","protein_coding"
"859","dpy-6","X","protein_coding"
"860","dpy-7","X","protein_coding"
"861","dpy-8","X","protein_coding"
"862","dpy-9","IV","protein_coding"
"863","dpy-10","II","protein_coding"
"864","dpy-11","V","protein_coding"
"865","dpy-13","IV","protein_coding"
"866","dpy-14","I","protein_coding"
"867","dpy-17","III","protein_coding"
"868","dpy-18","III","protein_coding"
"869","dpy-19","III","protein_coding"
"870","dpy-20","IV","protein_coding"
"871","dpy-21","V","protein_coding"
"872","dpy-22","X","protein_coding"
"873","dpy-23","X","protein_coding"
"874","dpy-26","IV","protein_coding"
"875","dpy-27","III","protein_coding"
"876","dpy-28","III","protein_coding"
"877","dpy-30","V","protein_coding"
"878","dre-1","V","protein_coding"
"879","drh-1","IV","protein_coding"
"880","dro-1","III","protein_coding"
"881","drp-1","IV","protein_coding"
"882","dars-1","III","protein_coding"
"883","dars-2","V","protein_coding"
"884","dsc-1","X","protein_coding"
"885","dsc-4","IV","protein_coding"
"886","dsh-1","II","protein_coding"
"887","dsh-2","II","protein_coding"
"888","dsl-1","IV","protein_coding"
"889","dsl-2","IV","protein_coding"
"890","dsl-3","IV","protein_coding"
"891","dsl-4","X","protein_coding"
"892","dsl-5","IV","protein_coding"
"893","dsl-6","IV","protein_coding"
"894","dsl-7","V","protein_coding"
"895","duo-1","V","protein_coding"
"896","duo-3","I","protein_coding"
"897","dur-1","IV","protein_coding"
"898","dyb-1","I","protein_coding"
"899","dyc-1","X","protein_coding"
"900","dyf-1","I","protein_coding"
"901","dyf-2","III","protein_coding"
"902","dyf-3","IV","protein_coding"
"903","dyf-5","I","protein_coding"
"904","dyf-6","X","protein_coding"
"905","dyf-7","X","protein_coding"
"906","dyf-11","X","protein_coding"
"907","dyf-13","II","protein_coding"
"908","dyn-1","X","protein_coding"
"909","dys-1","I","protein_coding"
"910","alp-1","IV","protein_coding"
"911","eat-2","II","protein_coding"
"912","eat-3","II","protein_coding"
"913","eat-4","III","protein_coding"
"914","eat-5","I","protein_coding"
"915","eat-6","V","protein_coding"
"916","eat-16","I","protein_coding"
"917","eat-18","I","protein_coding"
"918","eat-20","X","protein_coding"
"919","bcat-1","X","protein_coding"
"920","ech-1.1","V","protein_coding"
"921","ech-2","IV","protein_coding"
"922","ech-3","V","protein_coding"
"923","ech-4","II","protein_coding"
"924","ech-5","IV","protein_coding"
"925","ech-6","III","protein_coding"
"926","ech-7","I","protein_coding"
"927","ech-8","IV","protein_coding"
"928","ech-9","IV","protein_coding"
"929","eff-1","II","protein_coding"
"930","efk-1","III","protein_coding"
"931","efl-1","V","protein_coding"
"932","efl-2","II","protein_coding"
"933","efn-2","IV","protein_coding"
"934","efn-3","X","protein_coding"
"935","efn-4","IV","protein_coding"
"936","eftu-2","III","protein_coding"
"937","eef-2","I","protein_coding"
"938","eef-1A.1","III","protein_coding"
"939","eef-1A.2","X","protein_coding"
"940","egl-1","V","protein_coding"
"941","egl-2","V","protein_coding"
"942","egl-3","V","protein_coding"
"943","egl-4","IV","protein_coding"
"944","egl-5","III","protein_coding"
"945","egl-6","X","protein_coding"
"946","egl-8","V","protein_coding"
"947","egl-9","V","protein_coding"
"948","egl-10","V","protein_coding"
"949","egl-13","X","protein_coding"
"950","egl-15","X","protein_coding"
"951","egl-17","X","protein_coding"
"952","egl-18","IV","protein_coding"
"953","egl-19","IV","protein_coding"
"954","egl-20","IV","protein_coding"
"955","egl-21","IV","protein_coding"
"956","egl-23","IV","protein_coding"
"957","egl-26","II","protein_coding"
"958","egl-27","II","protein_coding"
"959","egl-30","I","protein_coding"
"960","egl-36","X","protein_coding"
"961","egl-38","IV","protein_coding"
"962","egl-43","II","protein_coding"
"963","egl-44","II","protein_coding"
"964","egl-45","III","protein_coding"
"965","egl-46","V","protein_coding"
"966","egl-47","V","protein_coding"
"967","ego-1","I","protein_coding"
"968","ego-2","I","protein_coding"
"969","ehn-3","IV","protein_coding"
"970","ehs-1","II","protein_coding"
"971","eif-3.B","II","protein_coding"
"972","eif-3.C","I","protein_coding"
"973","eif-3.D","III","protein_coding"
"974","eif-3.E","I","protein_coding"
"975","eif-3.F","II","protein_coding"
"976","eif-3.G","II","protein_coding"
"977","eif-3.H","I","protein_coding"
"978","eif-3.I","I","protein_coding"
"979","eif-3.K","V","protein_coding"
"980","eif-6","I","protein_coding"
"981","elb-1","III","protein_coding"
"982","elc-1","III","protein_coding"
"983","elc-2","X","protein_coding"
"984","elo-1","IV","protein_coding"
"985","elo-2","IV","protein_coding"
"986","elo-3","IV","protein_coding"
"987","elo-4","III","protein_coding"
"988","elo-5","IV","protein_coding"
"989","elo-6","IV","protein_coding"
"990","elo-7","IV","protein_coding"
"991","elo-8","III","protein_coding"
"992","elo-9","II","protein_coding"
"993","elp-1","V","protein_coding"
"994","elt-1","IV","protein_coding"
"995","elt-2","X","protein_coding"
"996","elt-3","X","protein_coding"
"997","elt-4","X","protein_coding"
"998","elt-6","IV","protein_coding"
"999","emb-4","V","protein_coding"
"1000","emb-5","III","protein_coding"
"1001","emb-8","III","protein_coding"
"1002","emb-9","III","protein_coding"
"1003","emb-27","II","protein_coding"
"1004","emb-30","III","protein_coding"
"1005","sec-61.G","V","protein_coding"
"1006","emr-1","I","protein_coding"
"1007","end-1","V","protein_coding"
"1008","end-3","V","protein_coding"
"1009","ent-1","IV","protein_coding"
"1010","eor-1","IV","protein_coding"
"1011","eor-2","X","protein_coding"
"1012","epi-1","IV","protein_coding"
"1013","epn-1","X","protein_coding"
"1014","eps-8","IV","protein_coding"
"1015","erd-2.1","X","protein_coding"
"1016","eri-1","IV","protein_coding"
"1017","erm-1","I","protein_coding"
"1018","ero-1","I","protein_coding"
"1019","F35A5.8","X","protein_coding"
"1020","qars-1","IV","protein_coding"
"1021","ears-1","I","protein_coding"
"1022","ears-2","IV","protein_coding"
"1023","etr-1","II","protein_coding"
"1024","fos-1","V","protein_coding"
"1025","evl-14","III","protein_coding"
"1026","evl-20","II","protein_coding"
"1027","exc-1","X","protein_coding"
"1028","exc-4","I","protein_coding"
"1029","exc-5","IV","protein_coding"
"1030","exc-7","II","protein_coding"
"1031","exl-1","II","protein_coding"
"1032","exo-3","I","protein_coding"
"1033","exp-1","II","protein_coding"
"1034","exp-2","V","protein_coding"
"1035","eya-1","I","protein_coding"
"1036","far-1","III","protein_coding"
"1037","far-2","III","protein_coding"
"1038","far-3","V","protein_coding"
"1039","far-4","V","protein_coding"
"1040","far-5","V","protein_coding"
"1041","far-6","IV","protein_coding"
"1042","far-7","II","protein_coding"
"1043","far-8","III","protein_coding"
"1044","fat-1","IV","protein_coding"
"1045","fat-2","IV","protein_coding"
"1046","fat-3","IV","protein_coding"
"1047","fat-4","IV","protein_coding"
"1048","fat-5","V","protein_coding"
"1049","fat-6","IV","protein_coding"
"1050","fat-7","V","protein_coding"
"1051","fax-1","X","protein_coding"
"1052","fbf-1","II","protein_coding"
"1053","fbf-2","II","protein_coding"
"1054","fbl-1","IV","protein_coding"
"1055","fbp-1","I","protein_coding"
"1056","fce-1","I","protein_coding"
"1057","fce-2","V","protein_coding"
"1058","feh-1","III","protein_coding"
"1059","fem-1","IV","protein_coding"
"1060","fem-2","III","protein_coding"
"1061","fem-3","IV","protein_coding"
"1062","fer-1","I","protein_coding"
"1063","fib-1","V","protein_coding"
"1064","fis-1","II","protein_coding"
"1065","fis-2","X","protein_coding"
"1066","fkb-1","IV","protein_coding"
"1067","fkb-2","I","protein_coding"
"1068","fkb-3","V","protein_coding"
"1069","fkb-4","V","protein_coding"
"1070","fkb-5","I","protein_coding"
"1071","fkb-6","V","protein_coding"
"1072","fkb-7","I","protein_coding"
"1073","fkb-8","I","protein_coding"
"1074","fkh-2","X","protein_coding"
"1075","fkh-3","X","protein_coding"
"1076","fkh-4","X","protein_coding"
"1077","fkh-5","III","protein_coding"
"1078","fkh-6","II","protein_coding"
"1079","fkh-7","IV","protein_coding"
"1080","fkh-8","II","protein_coding"
"1081","fkh-9","X","protein_coding"
"1082","fkh-10","I","protein_coding"
"1083","fli-1","III","protein_coding"
"1084","flp-1","IV","protein_coding"
"1085","flp-2","X","protein_coding"
"1086","flp-3","X","protein_coding"
"1087","flp-4","II","protein_coding"
"1088","flp-5","X","protein_coding"
"1089","flp-6","V","protein_coding"
"1090","flp-7","X","protein_coding"
"1091","flp-8","X","protein_coding"
"1092","flp-9","IV","protein_coding"
"1093","flp-10","IV","protein_coding"
"1094","flp-11","X","protein_coding"
"1095","flp-12","X","protein_coding"
"1096","flp-13","IV","protein_coding"
"1097","flp-14","III","protein_coding"
"1098","flp-15","III","protein_coding"
"1099","flp-16","II","protein_coding"
"1100","flp-17","IV","protein_coding"
"1101","flp-18","X","protein_coding"
"1102","flp-19","X","protein_coding"
"1103","flp-20","X","protein_coding"
"1104","flp-21","V","protein_coding"
"1105","flr-1","X","protein_coding"
"1106","flr-2","V","protein_coding"
"1107","flr-4","X","protein_coding"
"1108","baz-2","III","protein_coding"
"1109","fmi-1","V","protein_coding"
"1110","fmo-1","IV","protein_coding"
"1111","fmo-2","IV","protein_coding"
"1112","fmo-3","III","protein_coding"
"1113","fmo-4","V","protein_coding"
"1114","fmo-5","V","protein_coding"
"1115","fog-1","I","protein_coding"
"1116","fog-2","V","protein_coding"
"1117","fog-3","I","protein_coding"
"1118","fox-1","X","protein_coding"
"1119","fre-1","V","protein_coding"
"1120","frh-1","II","protein_coding"
"1121","frk-1","IV","protein_coding"
"1122","frm-1","I","protein_coding"
"1123","frm-2","III","protein_coding"
"1124","frm-3","X","protein_coding"
"1125","frm-4","I","protein_coding"
"1126","frm-5.1","IV","protein_coding"
"1127","frm-7","V","protein_coding"
"1128","frm-8","III","protein_coding"
"1129","F31B12.3","X","protein_coding"
"1130","frm-10","V","protein_coding"
"1131","fars-1","I","protein_coding"
"1132","fars-3","II","protein_coding"
"1133","fsn-1","III","protein_coding"
"1134","ftn-1","V","protein_coding"
"1135","ftn-2","I","protein_coding"
"1136","ftt-2","X","protein_coding"
"1137","fum-1","III","protein_coding"
"1138","fut-1","II","protein_coding"
"1139","fut-2","V","protein_coding"
"1140","fut-4","II","protein_coding"
"1141","fut-8","V","protein_coding"
"1142","fzo-1","II","protein_coding"
"1143","fzr-1","II","protein_coding"
"1144","fzy-1","II","protein_coding"
"1145","gab-1","III","protein_coding"
"1146","gad-1","V","protein_coding"
"1147","xnd-1","III","protein_coding"
"1148","gap-1","X","protein_coding"
"1149","gap-2","X","protein_coding"
"1150","gar-1","X","protein_coding"
"1151","gar-2","III","protein_coding"
"1152","gar-3","V","protein_coding"
"1153","gas-1","X","protein_coding"
"1154","gbh-1","II","protein_coding"
"1155","gbh-2","II","protein_coding"
"1156","gck-1","V","protein_coding"
"1157","gcs-1","II","protein_coding"
"1158","gcy-1","II","protein_coding"
"1159","gcy-3","II","protein_coding"
"1160","gcy-4","II","protein_coding"
"1161","gcy-5","II","protein_coding"
"1162","gcy-6","V","protein_coding"
"1163","gcy-7","V","protein_coding"
"1164","gcy-8","IV","protein_coding"
"1165","gcy-9","X","protein_coding"
"1166","gcy-11","X","protein_coding"
"1167","gcy-12","II","protein_coding"
"1168","gcy-13","V","protein_coding"
"1169","gcy-14","V","protein_coding"
"1170","gcy-15","II","protein_coding"
"1171","gcy-17","I","protein_coding"
"1172","gcy-18","IV","protein_coding"
"1173","gcy-19","II","protein_coding"
"1174","gcy-20","V","protein_coding"
"1175","gcy-21","II","protein_coding"
"1176","gcy-22","V","protein_coding"
"1177","gcy-23","IV","protein_coding"
"1178","gcy-25","IV","protein_coding"
"1179","gcy-27","IV","protein_coding"
"1180","gcy-31","X","protein_coding"
"1181","gcy-32","V","protein_coding"
"1182","gcy-33","V","protein_coding"
"1183","gcy-34","V","protein_coding"
"1184","gcy-35","I","protein_coding"
"1185","gcy-36","X","protein_coding"
"1186","gcy-37","IV","protein_coding"
"1187","gdi-1","IV","protein_coding"
"1188","gei-1","III","protein_coding"
"1189","gei-3","X","protein_coding"
"1190","gei-4","III","protein_coding"
"1191","lin-66","IV","protein_coding"
"1192","gei-6","V","protein_coding"
"1193","icl-1","V","protein_coding"
"1194","gei-8","III","protein_coding"
"1195","acdh-13","IV","protein_coding"
"1196","snpc-4","I","protein_coding"
"1197","meg-3","X","protein_coding"
"1198","gei-13","III","protein_coding"
"1199","gei-14","II","protein_coding"
"1200","gei-15","X","protein_coding"
"1201","gei-17","I","protein_coding"
"1202","gei-18","IV","protein_coding"
"1203","gem-4","IV","protein_coding"
"1204","ges-1","V","protein_coding"
"1205","gex-2","IV","protein_coding"
"1206","gex-3","IV","protein_coding"
"1207","gfi-1","V","protein_coding"
"1208","gfi-2","I","protein_coding"
"1209","gfi-3","X","protein_coding"
"1210","nrde-4","IV","protein_coding"
"1211","gfl-1","IV","protein_coding"
"1212","lgc-57","II","protein_coding"
"1213","lgc-58","X","protein_coding"
"1214","lgc-56","II","protein_coding"
"1215","gip-1","III","protein_coding"
"1216","lipt-1","I","protein_coding"
"1217","glc-1","V","protein_coding"
"1218","glc-2","I","protein_coding"
"1219","glc-3","V","protein_coding"
"1220","glc-4","II","protein_coding"
"1221","gld-1","I","protein_coding"
"1222","gld-2","I","protein_coding"
"1223","gld-3","II","protein_coding"
"1224","glh-1","I","protein_coding"
"1225","glh-2","I","protein_coding"
"1226","glh-3","I","protein_coding"
"1227","glh-4","I","protein_coding"
"1228","gln-1","X","protein_coding"
"1229","gln-2","III","protein_coding"
"1230","gln-3","IV","protein_coding"
"1231","gln-5","IV","protein_coding"
"1232","gln-6","IV","protein_coding"
"1233","R07B1.8","X","protein_coding"
"1234","glp-1","III","protein_coding"
"1235","glr-1","III","protein_coding"
"1236","glr-2","III","protein_coding"
"1237","glr-3","I","protein_coding"
"1238","glr-4","II","protein_coding"
"1239","glr-5","V","protein_coding"
"1240","glr-6","X","protein_coding"
"1241","glr-7","X","protein_coding"
"1242","glr-8","X","protein_coding"
